account_id,account_name,account_description,industry,segment,region,nr_employees,days_to_next_renewal,days_since_last_sales_activity,nr_support_tickets,ai_usage,nr_active_users,nr_licensed_seats,current_revenue,call_transcript_summary,revenue_end_of_quarter
ACC-0256,Beta Vita Co,Operates a network of outpatient clinics focused on preventive care.,Healthcare,Mid-Market,EMEA,787,79,86,10,0.307,61,129,54790.73,No escalations this quarter. Director of Engineering mentioned the team is comfortable with current functionality.,54790.73
ACC-0257,Vivid Craft Co,Produces precision-machined components for the aerospace and defense industry.,Manufacturing,Mid-Market,NA,972,210,31,6,0.145,41,77,67360.23,Check-in was positive but brief. finance team has embedded the tool in their workflow.,67360.23
ACC-0258,Zeta Cyber Systems,Offers SaaS-based data integration and ETL solutions for analytics teams.,Technology,SMB,LATAM,108,111,19,3,0.46,4,6,2134.22,Strategic planning session with VP of Sales. They see us as core infrastructure for marketing going forward.,2579.07
ACC-0259,Wave Thera IO,Offers population health analytics for insurance providers and health systems.,Healthcare,Enterprise,LATAM,42811,207,55,4,0.175,1303,1718,188205.69,Solid account. sales uses it consistently. COO may revisit expansion in Q3.,188205.69
ACC-0260,Sync Iron Labs,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,Mid-Market,LATAM,1606,181,97,5,0.304,47,114,69199.02,Product feedback session — they'd like improvements to API access but overall satisfied.,69199.02
ACC-0261,Bolt Edu Studio,Offers corporate training and upskilling platforms for Fortune 500 companies.,Education,SMB,NA,54,52,9,4,0.386,8,13,18123.16,CTO asked about enterprise pricing tiers. They're planning to double their usage in engineering.,23105.85
ACC-0262,Xenon Bio Ventures,Provides telemedicine platforms connecting patients with specialists remotely.,Healthcare,Enterprise,NA,38823,54,29,1,0.733,278,461,1780578.48,Upsell discussion went very well. Director of Engineering has internal buy-in and wants to fast-track 482 new seats.,2334709.07
ACC-0263,Helix Wealth Global,Provides algorithmic trading platforms for institutional asset managers.,Finance,Enterprise,NA,47677,33,0,3,0.735,1186,1549,557411.61,CMO asked about enterprise pricing tiers. They're planning to double their usage in customer success.,761598.42
ACC-0264,Xenon Sound Solutions,Runs a digital publishing platform for independent journalists and newsletters.,Media,Enterprise,NA,12493,47,48,5,0.258,145,386,700842.15,Quick check-in — everything running smoothly. CTO is focused on other priorities this quarter.,700842.15
ACC-0265,Spark Reel HQ,Runs a digital publishing platform for independent journalists and newsletters.,Media,SMB,NA,115,102,102,0,0.594,14,22,6424.12,Expansion conversation initiated by COO. They want Slack integration access for the entire marketing org.,8695.5
ACC-0266,Zeta Alloy Ventures,Manufactures steel structural components for commercial construction projects.,Manufacturing,Enterprise,NA,9249,36,56,3,0.21,829,1997,536339.44,Solid account. finance uses it consistently. CMO may revisit expansion in Q3.,536339.44
ACC-0267,Crest Cart Labs,Runs a subscription box service for curated health and wellness products.,Retail,Enterprise,LATAM,40879,256,105,8,0.277,808,1678,402323.72,Champion CMO has left the company. New leadership is reviewing all vendor contracts including ours.,0.0
ACC-0268,Spark Equity Hub,Specializes in wealth management software for independent financial advisors.,Finance,Enterprise,NA,32718,250,65,0,0.497,823,1962,528494.57,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,528494.57
ACC-0269,Orbit Build HQ,Produces precision-machined components for the aerospace and defense industry.,Manufacturing,Enterprise,NA,44865,71,85,8,0.01,393,901,1161271.73,Champion Head of Operations has left the company. New leadership is reviewing all vendor contracts including ours.,282019.59
ACC-0270,Xenon Mold IO,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,SMB,APAC,156,105,24,4,,4,10,16702.76,"Check-in with CMO. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",16702.76
ACC-0271,Ionic Wealth Corp,Operates a cross-border payment processing network for e-commerce merchants.,Finance,Mid-Market,EMEA,1187,208,38,2,0.0,56,69,63941.59,Strategic planning session with Director of Engineering. They see us as core infrastructure for HR going forward.,88145.56
ACC-0272,Wynd Logic Solutions,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,Mid-Market,APAC,1466,189,42,9,0.0,48,118,68211.25,Routine QBR completed. Account is satisfied with current usage across engineering. No expansion planned.,68211.25
ACC-0273,Titan Thera IO,Runs clinical trial management services for pharmaceutical companies.,Healthcare,Mid-Market,EMEA,1114,170,51,2,0.291,18,29,33489.5,Account achieved measurable ROI — CTO is using this to justify expansion to finance leadership.,40484.18
ACC-0274,Crest Lens Dynamics,Builds audience engagement and subscription monetization tools for publishers.,Media,SMB,LATAM,147,268,122,8,0.09,7,12,7436.92,Annual review meeting. The account values dashboard module but isn't looking to grow usage right now.,7436.92
ACC-0275,Sage Capital Global,Runs a peer-to-peer lending marketplace for small business loans.,Finance,Enterprise,EMEA,22831,181,0,0,0.839,331,375,1851650.51,Expansion conversation initiated by Head of Operations. They want automation engine access for the entire HR org.,2384478.71
ACC-0276,Beta Market Analytics,Offers personalized product recommendation engines for online fashion retailers.,Retail,SMB,EMEA,63,191,122,10,0.107,15,28,13224.35,Check-in was positive but brief. operations team has embedded the tool in their workflow.,13224.35
ACC-0277,Sync Cart Co,Offers personalized product recommendation engines for online fashion retailers.,Retail,SMB,APAC,17,151,123,6,0.287,17,21,6972.43,"Support tickets are low. HR team uses it daily. Stable relationship, nothing urgent.",6972.43
ACC-0278,Flux Skill Inc,Offers corporate training and upskilling platforms for Fortune 500 companies.,Education,Enterprise,EMEA,13576,156,88,5,0.493,515,1056,659213.65,Product feedback session — they'd like improvements to dashboard module but overall satisfied.,659213.65
ACC-0279,Astra Pixel Studio,Delivers API management and gateway solutions for microservices architectures.,Technology,SMB,NA,88,100,,6,0.576,16,20,10149.52,Expansion conversation initiated by CTO. They want Slack integration access for the entire operations org.,12921.38
ACC-0280,Apex Cloud Dynamics,Specializes in real-time data streaming platforms for event-driven architectures.,Technology,SMB,EMEA,189,155,24,5,0.476,14,27,19717.65,Client saw great results in sales and wants to extend to two more teams. Discussing 3 seat add-on.,28131.5
ACC-0281,Onyx Thera Partners,Operates a network of outpatient clinics focused on preventive care.,Healthcare,Mid-Market,NA,1304,251,73,7,0.093,25,60,59038.09,Mid-quarter sync. Director of Engineering is happy with support response times. No changes planned.,59038.09
ACC-0282,Nova Shelf Group,Runs a direct-to-consumer e-commerce brand for sustainable home goods.,Retail,SMB,APAC,100,120,56,2,0.424,5,11,8299.99,No escalations this quarter. CFO mentioned the team is comfortable with current functionality.,8299.99
ACC-0283,Sync Mill Ventures,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,Mid-Market,NA,1845,62,51,3,0.01,64,149,33956.97,Solid account. operations uses it consistently. Head of Operations may revisit expansion in Q3.,33956.97
ACC-0284,Core Market Partners,Provides drop-shipping fulfillment and logistics for small e-commerce businesses.,Retail,SMB,NA,88,174,110,8,0.319,11,31,9500.62,Account is merging with another company that uses Gong. Consolidation likely favors incumbent.,2532.11
ACC-0285,Astra Goods HQ,Runs a direct-to-consumer e-commerce brand for sustainable home goods.,Retail,SMB,NA,78,219,87,3,0.424,3,7,18795.35,Brief call with VP of Sales. Budget is flat for next year. Happy but no plans to expand seats.,18795.35
ACC-0286,Delta Play IO,Runs a digital publishing platform for independent journalists and newsletters.,Media,Mid-Market,APAC,345,261,49,0,0.55,72,94,82714.12,Brief call with COO. Budget is flat for next year. Happy but no plans to expand seats.,82714.12
ACC-0287,Quant Cure Global,Specializes in medical billing automation and revenue cycle management.,Healthcare,SMB,NA,197,160,93,10,0.034,7,23,18872.49,Client requested early termination terms. CFO cited changing business priorities.,0.0
ACC-0288,Delta Craft Inc,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,Mid-Market,APAC,1694,219,76,6,0.389,43,72,52978.45,"Check-in with CMO. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",52978.45
ACC-0289,Ultra Style Dynamics,Provides inventory management and demand forecasting tools for omnichannel retailers.,Retail,SMB,LATAM,13,90,104,2,0.072,15,39,8186.01,Account raised concerns about ROI. They've seen limited adoption across finance and may not renew.,2190.57
ACC-0290,Terra Deal Analytics,Provides inventory management and demand forecasting tools for omnichannel retailers.,Retail,SMB,NA,95,132,19,2,0.597,13,21,19906.82,CTO asked about enterprise pricing tiers. They're planning to double their usage in HR.,23223.22
ACC-0291,Onyx Study Dynamics,Specializes in early childhood education curriculum and assessment tools.,Education,Mid-Market,APAC,240,130,70,6,0.0,46,120,75150.44,Routine QBR completed. Account is satisfied with current usage across operations. No expansion planned.,75150.44
ACC-0292,Orbit Pulse Solutions,Offers population health analytics for insurance providers and health systems.,Healthcare,Mid-Market,NA,1821,110,101,8,0.0,73,135,86233.93,Account mentioned considering API access upgrades but not until next fiscal year.,86233.93
ACC-0293,Ultra Cast Analytics,Provides programmatic advertising technology for connected TV and streaming.,Media,Mid-Market,NA,1953,202,72,4,0.239,119,175,65060.49,Account mentioned considering dashboard module upgrades but not until next fiscal year.,65060.49
ACC-0294,Nova Capital AI,Develops fraud detection and compliance monitoring solutions for payments.,Finance,Enterprise,APAC,41302,242,51,0,0.0,638,659,143320.47,Multi-year deal discussion initiated by Director of Engineering. They want to lock in rates for an expanded 177-seat contract.,159942.04
ACC-0295,Rune Brand Labs,Manages a marketplace platform connecting independent artisans with consumers.,Retail,Enterprise,LATAM,44111,108,103,3,0.138,401,1267,1668390.78,,0.0
ACC-0296,Prism Deal Group,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,Mid-Market,NA,593,62,0,0,0.689,76,101,33176.49,New use case identified in engineering. Director of Engineering requesting scoping call for 11 additional licenses.,44538.81
ACC-0297,Ionic Scholar Dynamics,Runs a coding bootcamp with both in-person and remote cohort programs.,Education,Enterprise,EMEA,41478,228,,1,0.521,431,647,1068978.97,Upsell discussion went very well. Director of Engineering has internal buy-in and wants to fast-track 372 new seats.,1356169.95
ACC-0298,Titan Market Co,Develops point-of-sale and loyalty program software for brick-and-mortar stores.,Retail,Enterprise,NA,34951,234,69,7,0.188,1067,1689,426330.98,"Account is in maintenance mode. Head of Operations sees us as a reliable tool, not a strategic priority.",426330.98
ACC-0299,Beta Pulse Systems,Develops electronic health record systems for regional hospital networks.,Healthcare,SMB,EMEA,90,255,66,2,0.682,18,32,15560.64,Annual review meeting. The account values reporting tool but isn't looking to grow usage right now.,15560.64
ACC-0300,Wynd Net Studio,Operates a cloud-native observability platform for distributed systems.,Technology,SMB,EMEA,74,91,,9,0.251,28,47,4100.67,Product feedback session — they'd like improvements to analytics suite but overall satisfied.,4100.67
ACC-0301,Vertex Capital Solutions,Provides algorithmic trading platforms for institutional asset managers.,Finance,SMB,EMEA,14,203,102,2,0.082,20,46,12826.42,Brief call with CTO. Budget is flat for next year. Happy but no plans to expand seats.,12826.42
ACC-0302,Onyx Edu Labs,Provides student information systems and enrollment management for universities.,Education,Mid-Market,EMEA,1663,202,44,12,0.522,114,158,24301.98,"Support tickets are low. customer success team uses it daily. Stable relationship, nothing urgent.",24301.98
ACC-0303,Vivid Stack Networks,Delivers API management and gateway solutions for microservices architectures.,Technology,SMB,NA,87,220,95,3,0.414,17,27,13207.33,Cross-sell opportunity: VP of Sales wants API access for operations. Initial ask is 5 seats.,15558.51
ACC-0304,Alpha Stream Co,Runs a digital publishing platform for independent journalists and newsletters.,Media,Mid-Market,APAC,1207,224,0,0,0.591,51,75,54532.02,Cross-sell opportunity: Director of Engineering wants Slack integration for HR. Initial ask is 65 seats.,71509.01
ACC-0305,Jade Market Global,Provides drop-shipping fulfillment and logistics for small e-commerce businesses.,Retail,Enterprise,APAC,14463,259,46,0,0.532,977,1153,1149841.09,Executive sponsor CTO is championing a company-wide expansion. Budget already approved for 284 new seats.,1626115.62
ACC-0306,Nova Digital Inc,Creates low-code automation tools for internal business workflows.,Technology,Enterprise,APAC,29986,144,129,13,0.1,35,179,935015.36,"Support tickets are low. finance team uses it daily. Stable relationship, nothing urgent.",935015.36
ACC-0307,Jade Asset Labs,Runs a peer-to-peer lending marketplace for small business loans.,Finance,SMB,NA,33,48,97,6,,8,14,18500.51,Client saw great results in engineering and wants to extend to two more teams. Discussing 7 seat add-on.,26683.79
ACC-0308,Onyx Goods AI,Manages a marketplace platform connecting independent artisans with consumers.,Retail,Enterprise,EMEA,26370,76,96,3,0.385,1005,1955,669329.1,No escalations this quarter. CTO mentioned the team is comfortable with current functionality.,669329.1
ACC-0309,Ultra Capital Dynamics,Builds open banking APIs enabling fintech integrations for legacy banks.,Finance,Mid-Market,EMEA,1874,243,71,6,0.197,27,51,37560.33,Multi-year deal discussion initiated by CFO. They want to lock in rates for an expanded 83-seat contract.,45202.94
ACC-0310,Delta Data Corp,Creates low-code automation tools for internal business workflows.,Technology,SMB,NA,72,233,82,0,0.359,12,26,17741.1,Quick check-in — everything running smoothly. CMO is focused on other priorities this quarter.,17741.1
ACC-0311,Vertex Craft Co,Produces specialty chemicals and coatings for semiconductor fabrication.,Manufacturing,Enterprise,NA,48693,32,141,6,0.01,262,1050,205244.92,Budget cuts discussed. The Head of Operations indicated our tool is on the list of potential cost reductions.,55698.92
ACC-0312,Orbit Alloy Corp,Runs a sheet metal fabrication shop serving HVAC and electrical enclosure markets.,Manufacturing,Enterprise,EMEA,13241,118,95,4,0.25,69,175,532042.8,Usage has dropped significantly in customer success. Client acknowledged they haven't prioritized adoption.,0.0
ACC-0313,Flux Logic AI,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,SMB,APAC,74,89,63,2,0.263,20,42,13186.65,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,13186.65
ACC-0314,Bolt Care Works,Develops wearable health monitoring devices for chronic disease management.,Healthcare,Mid-Market,NA,269,107,57,7,0.103,40,121,45517.57,Client mentioned they're moving to an in-house solution built by their operations team.,7023.21
ACC-0315,Bolt Cure Corp,Manufactures diagnostic imaging equipment for radiology departments.,Healthcare,Enterprise,APAC,37756,183,39,6,0.0,1406,1865,729238.67,Upsell discussion went very well. Director of Engineering has internal buy-in and wants to fast-track 425 new seats.,1050826.69
ACC-0316,Peak Forge Hub,Runs a sheet metal fabrication shop serving HVAC and electrical enclosure markets.,Manufacturing,SMB,EMEA,71,152,71,7,0.01,11,42,18126.26,Support escalation unresolved for 3 weeks. Client threatened to cancel if Slack integration issues aren't fixed.,4016.82
ACC-0317,Vertex Mentor HQ,Provides student information systems and enrollment management for universities.,Education,SMB,APAC,157,145,78,5,0.296,12,26,18097.21,Account is using the platform as expected. sales adoption is moderate. No new asks.,18097.21
ACC-0318,Prism Edu Analytics,Provides student information systems and enrollment management for universities.,Education,Mid-Market,EMEA,1585,134,65,5,0.092,22,69,72674.67,"Support tickets are low. finance team uses it daily. Stable relationship, nothing urgent.",72674.67
ACC-0319,Jade Sound Inc,Runs a stock photography and video marketplace for creative professionals.,Media,SMB,EMEA,37,184,69,7,,3,8,10530.82,Routine QBR completed. Account is satisfied with current usage across sales. No expansion planned.,10530.82
ACC-0320,Kova Brain Studio,Provides learning management systems tailored for healthcare continuing education.,Education,Mid-Market,EMEA,1371,194,34,1,0.457,36,59,25021.06,Annual review meeting. The account values reporting tool but isn't looking to grow usage right now.,25021.06
ACC-0321,Flux Wealth Platform,Offers digital banking infrastructure for community banks and credit unions.,Finance,Enterprise,LATAM,19009,40,78,5,0.338,65,107,717029.02,"Account is in maintenance mode. CMO sees us as a reliable tool, not a strategic priority.",717029.02
ACC-0322,Nexus Code Solutions,Specializes in real-time data streaming platforms for event-driven architectures.,Technology,Mid-Market,EMEA,1148,63,44,3,0.0,68,126,56418.43,Contract review meeting was cancelled twice. VP of Sales is reportedly exploring lighter-weight alternatives.,0.0
ACC-0323,Kova Mill Group,Specializes in injection-molded plastic components for the automotive sector.,Manufacturing,Mid-Market,EMEA,340,112,5,0,0.472,62,74,99296.0,Upsell discussion went very well. Director of Engineering has internal buy-in and wants to fast-track 68 new seats.,120413.24
ACC-0324,Core Sound Inc,Provides programmatic advertising technology for connected TV and streaming.,Media,SMB,EMEA,102,135,57,6,0.45,22,47,4261.76,The CFO mentioned the board is pushing for a 20% software spend reduction across all departments.,0.0
ACC-0325,Wave Media AI,Builds audience engagement and subscription monetization tools for publishers.,Media,SMB,APAC,174,270,66,3,0.636,18,23,13679.24,CTO asked about enterprise pricing tiers. They're planning to double their usage in engineering.,15771.37
ACC-0326,Beta Thera Group,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,Enterprise,NA,16785,244,36,5,0.509,1161,1493,796107.09,Director of Engineering mentioned board-level visibility for our product. Planning expansion into operations.,890736.14
ACC-0327,Zeta Cure Ventures,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,Mid-Market,EMEA,736,186,82,6,0.156,81,154,29932.0,"Account is in maintenance mode. VP of Sales sees us as a reliable tool, not a strategic priority.",29932.0
ACC-0328,Onyx Stack Platform,Operates a cloud-native observability platform for distributed systems.,Technology,Mid-Market,EMEA,1787,38,64,4,0.0,57,79,77314.65,Mid-quarter sync. CFO is happy with support response times. No changes planned.,77314.65
ACC-0329,Peak Digital Hub,Operates a cloud-native observability platform for distributed systems.,Technology,SMB,LATAM,169,54,138,1,0.312,16,33,17069.78,Check-in was positive but brief. HR team has embedded the tool in their workflow.,17069.78
ACC-0330,Beta Shelf Partners,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,Mid-Market,EMEA,1898,140,90,6,0.366,12,28,33951.34,Account is using the platform as expected. finance adoption is moderate. No new asks.,33951.34
ACC-0331,Apex Cart Platform,Operates a chain of specialty grocery stores with a focus on organic products.,Retail,SMB,EMEA,179,171,99,3,0.302,1,7,5458.06,"Account is in maintenance mode. Director of Engineering sees us as a reliable tool, not a strategic priority.",5458.06
ACC-0332,Ionic Capital Inc,Offers automated accounts payable and receivable solutions for mid-market firms.,Finance,Mid-Market,LATAM,1286,189,51,9,0.415,15,20,60336.82,Check-in was positive but brief. customer success team has embedded the tool in their workflow.,60336.82
ACC-0333,Sage Asset Networks,Offers automated accounts payable and receivable solutions for mid-market firms.,Finance,Mid-Market,EMEA,1948,64,86,7,0.21,79,115,72631.34,Account is using the platform as expected. engineering adoption is moderate. No new asks.,72631.34
ACC-0334,Velo Brain Platform,Develops adaptive learning software for K-12 school districts.,Education,SMB,NA,114,243,22,3,0.0,14,22,2057.74,"Client is consolidating on our platform, replacing Gong. Expected to add 5+ seats.",2604.62
ACC-0335,Helix Style Works,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,SMB,NA,56,148,64,4,,17,35,2977.24,Annual review meeting. The account values dashboard module but isn't looking to grow usage right now.,2977.24
ACC-0336,Luma Scholar Dynamics,Specializes in early childhood education curriculum and assessment tools.,Education,Mid-Market,NA,423,173,0,1,0.952,137,175,21812.32,Multi-year deal discussion initiated by CTO. They want to lock in rates for an expanded 68-seat contract.,24365.83
ACC-0337,Core Media IO,Offers social media management and analytics tools for brand marketers.,Media,SMB,NA,148,39,69,4,0.101,16,28,18108.52,Quick check-in — everything running smoothly. CTO is focused on other priorities this quarter.,18108.52
ACC-0338,Mira Wealth Partners,Specializes in wealth management software for independent financial advisors.,Finance,SMB,EMEA,69,228,19,0,0.655,20,30,12951.5,Client running an internal case study on our impact. CTO plans to use it to expand to customer success.,18808.62
ACC-0339,Beta Med Co,Runs clinical trial management services for pharmaceutical companies.,Healthcare,Mid-Market,APAC,574,160,148,8,0.063,24,142,29792.71,Account raised concerns about ROI. They've seen limited adoption across HR and may not renew.,0.0
ACC-0340,Velo Sound Networks,Specializes in music licensing and rights management for digital platforms.,Media,Mid-Market,APAC,497,83,75,5,,105,141,90428.39,Annual review meeting. The account values Slack integration but isn't looking to grow usage right now.,90428.39
ACC-0341,Astra Forge Co,Runs a sheet metal fabrication shop serving HVAC and electrical enclosure markets.,Manufacturing,Enterprise,NA,7259,106,59,2,0.51,1235,1951,941798.8,Annual review meeting. The account values analytics suite but isn't looking to grow usage right now.,941798.8
ACC-0342,Terra Equity Networks,Develops regulatory reporting tools for broker-dealers and investment firms.,Finance,SMB,EMEA,60,115,86,4,,10,20,15559.57,Account is using the platform as expected. marketing adoption is moderate. No new asks.,15559.57
ACC-0343,Unity Mill Global,Manufactures steel structural components for commercial construction projects.,Manufacturing,Mid-Market,NA,575,36,71,4,0.478,64,117,40584.37,"Account is in maintenance mode. Head of Operations sees us as a reliable tool, not a strategic priority.",40584.37
ACC-0344,Nexus Shelf Dynamics,Operates a chain of specialty grocery stores with a focus on organic products.,Retail,Mid-Market,LATAM,1448,257,71,5,0.241,27,50,33618.42,Product feedback session — they'd like improvements to analytics suite but overall satisfied.,33618.42
ACC-0345,Mira Reel Inc,Specializes in music licensing and rights management for digital platforms.,Media,Enterprise,NA,16285,223,90,6,0.0,296,972,423236.37,Brief call with CTO. Budget is flat for next year. Happy but no plans to expand seats.,423236.37
ACC-0346,Velo Bio Co,Develops electronic health record systems for regional hospital networks.,Healthcare,SMB,EMEA,131,243,83,9,0.418,2,5,2937.6,"Check-in with VP of Sales. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",2937.6
ACC-0347,Unity Cast IO,Produces original podcast content and operates an advertising network.,Media,Mid-Market,NA,800,115,130,3,0.382,81,187,25836.91,Renewal conversation went smoothly. VP of Sales confirmed they plan to continue at the current level.,25836.91
ACC-0348,Spark View Dynamics,Runs a digital publishing platform for independent journalists and newsletters.,Media,SMB,EMEA,151,164,48,3,0.679,3,8,10121.39,"Support tickets are low. marketing team uses it daily. Stable relationship, nothing urgent.",10121.39
ACC-0349,Delta Pharma Labs,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,Enterprise,EMEA,43727,140,141,3,0.0,257,565,1929118.32,Product feedback session — they'd like improvements to Slack integration but overall satisfied.,1929118.32
ACC-0350,Crest Med Co,Runs clinical trial management services for pharmaceutical companies.,Healthcare,SMB,APAC,154,144,42,4,0.699,33,45,9285.38,Account achieved measurable ROI — COO is using this to justify expansion to HR leadership.,13347.43
ACC-0351,Titan Market IO,Provides inventory management and demand forecasting tools for omnichannel retailers.,Retail,Enterprise,NA,29706,171,13,6,0.0,521,952,812715.94,Quick check-in — everything running smoothly. COO is focused on other priorities this quarter.,812715.94
ACC-0352,Nova Net Ventures,Develops cloud-based infrastructure tools for enterprise DevOps teams.,Technology,Enterprise,LATAM,31220,138,38,1,0.75,128,171,656408.99,Account achieved measurable ROI — CTO is using this to justify expansion to customer success leadership.,838737.53
ACC-0353,Spark Equity Networks,Specializes in wealth management software for independent financial advisors.,Finance,SMB,EMEA,23,216,124,3,0.0,3,10,3842.67,Check-in was positive but brief. HR team has embedded the tool in their workflow.,3842.67
ACC-0354,Spark Shop IO,Runs a subscription box service for curated health and wellness products.,Retail,SMB,APAC,75,44,57,3,0.722,16,30,3777.77,Upsell discussion went very well. CFO has internal buy-in and wants to fast-track 8 new seats.,4493.96
ACC-0355,Astra View Inc,Specializes in music licensing and rights management for digital platforms.,Media,Mid-Market,APAC,982,76,102,2,0.01,24,38,58441.1,Check-in was positive but brief. customer success team has embedded the tool in their workflow.,58441.1
ACC-0356,Peak Reel Labs,Builds audience engagement and subscription monetization tools for publishers.,Media,Mid-Market,LATAM,1638,245,71,3,0.248,48,99,31010.78,Mid-quarter sync. Director of Engineering is happy with support response times. No changes planned.,31010.78
ACC-0357,Kova Pulse Ventures,Specializes in medical billing automation and revenue cycle management.,Healthcare,SMB,NA,20,242,43,6,0.122,1,5,5473.54,Mid-quarter sync. Head of Operations is happy with support response times. No changes planned.,5473.54
ACC-0358,Ultra Media Co,Develops augmented reality content creation tools for marketing campaigns.,Media,SMB,NA,27,227,63,3,0.402,10,15,16404.47,"Account is in maintenance mode. Head of Operations sees us as a reliable tool, not a strategic priority.",16404.47
ACC-0359,Bolt Logic Ventures,Builds machine learning operations tooling for data science teams.,Technology,Mid-Market,NA,233,118,43,1,0.458,127,184,52475.55,Director of Engineering asked about enterprise pricing tiers. They're planning to double their usage in engineering.,63816.12
ACC-0360,Terra Academy Inc,Provides student information systems and enrollment management for universities.,Education,Mid-Market,NA,789,139,61,9,0.0,36,92,76998.5,Quick check-in — everything running smoothly. VP of Sales is focused on other priorities this quarter.,76998.5
ACC-0361,Ultra Brain Networks,Operates a network of language schools with immersive learning methodologies.,Education,SMB,EMEA,122,36,55,0,0.741,18,33,5314.52,,7662.97
ACC-0362,Unity Play IO,Builds audience engagement and subscription monetization tools for publishers.,Media,SMB,LATAM,85,97,87,7,0.216,5,9,9877.01,"Support tickets are low. operations team uses it daily. Stable relationship, nothing urgent.",9877.01
ACC-0363,Lynx Care AI,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,SMB,LATAM,131,205,133,5,0.048,6,30,4496.74,Client mentioned they're moving to an in-house solution built by their finance team.,0.0
ACC-0364,Bolt Play Co,Produces original podcast content and operates an advertising network.,Media,Mid-Market,EMEA,1951,112,75,7,0.35,37,72,44475.44,Account is using the platform as expected. sales adoption is moderate. No new asks.,44475.44
ACC-0365,Helix Net Hub,Develops cloud-based infrastructure tools for enterprise DevOps teams.,Technology,Enterprise,EMEA,45316,145,20,4,0.0,484,596,975446.41,Exciting call with CTO. They want to roll out to customer success — requesting 120 additional seats.,1345439.41
ACC-0366,Onyx Brand Inc,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,SMB,LATAM,173,59,51,2,0.392,15,34,11169.02,Brief call with CMO. Budget is flat for next year. Happy but no plans to expand seats.,11169.02
ACC-0367,Terra Cart Solutions,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,SMB,LATAM,89,149,78,7,0.31,8,14,3852.9,Check-in was positive but brief. operations team has embedded the tool in their workflow.,3852.9
ACC-0368,Prism Wealth Systems,Offers digital banking infrastructure for community banks and credit unions.,Finance,SMB,NA,142,203,40,4,0.434,29,41,10627.48,Brief call with CTO. Budget is flat for next year. Happy but no plans to expand seats.,10627.48
ACC-0369,Onyx Net Ventures,Provides edge computing infrastructure for IoT device management.,Technology,Enterprise,EMEA,33445,167,14,1,0.477,166,218,590430.85,No escalations this quarter. COO mentioned the team is comfortable with current functionality.,590430.85
ACC-0370,Sage Study Works,Develops adaptive learning software for K-12 school districts.,Education,Mid-Market,APAC,270,164,1,3,0.546,126,164,80138.11,Strong adoption metrics led Head of Operations to propose adding 59 seats before end of quarter.,95386.48
ACC-0371,Forge Capital Group,Builds open banking APIs enabling fintech integrations for legacy banks.,Finance,SMB,NA,121,250,60,6,0.271,21,44,12837.58,Brief call with Head of Operations. Budget is flat for next year. Happy but no plans to expand seats.,12837.58
ACC-0372,Rune Forge Global,Operates contract manufacturing facilities for consumer electronics brands.,Manufacturing,Enterprise,EMEA,18904,86,47,1,0.381,489,903,910606.5,Strong adoption metrics led Head of Operations to propose adding 108 seats before end of quarter.,1130306.67
ACC-0373,Astra Trust Partners,Provides algorithmic trading platforms for institutional asset managers.,Finance,SMB,LATAM,108,102,6,3,0.0,9,13,13714.38,Champion CFO got promoted and is now pushing adoption across all of HR. Requesting 16 seats.,15102.53
ACC-0374,Prism Equity Labs,Develops regulatory reporting tools for broker-dealers and investment firms.,Finance,Mid-Market,LATAM,794,180,89,13,0.267,37,125,32389.15,Champion VP of Sales has left the company. New leadership is reviewing all vendor contracts including ours.,0.0
ACC-0375,Luma Stream Studio,Develops augmented reality content creation tools for marketing campaigns.,Media,SMB,LATAM,176,145,24,4,0.592,35,44,8632.43,Client running an internal case study on our impact. CMO plans to use it to expand to HR.,9938.87
ACC-0376,Orbit Digital Solutions,Provides AI-powered cybersecurity monitoring for mid-size companies.,Technology,SMB,APAC,58,265,82,0,0.352,3,7,7901.86,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,7901.86
ACC-0377,Unity Tutor HQ,Operates an online learning platform offering professional certification courses.,Education,Mid-Market,NA,1805,44,27,6,0.602,113,176,93356.53,Product feedback session — they'd like improvements to dashboard module but overall satisfied.,93356.53
